course,plannedNumberOfStudents,seniorHours,assistantHours
I-4128,60,240,700
I-4129,100,260,560
I-4130,200,240,560
I-4131,150,280,480
I-4132,100,240,400
I-4133,200,240,420
I-4134,150,260,560
I-4135,150,260,560
I-4136,60,240,300
I-4137,60,280,700
I-4138,150,240,500
I-4139,100,240,400
I-4140,150,240,560
I-4141,100,280,700
I-4142,150,240,700
I-4143,200,280,420
I-4144,60,240,480
I-4145,150,240,480
I-4146,200,280,420
I-4147,200,240,700
I-4148,60,260,400
I-4149,200,280,480
I-4150,100,240,700
I-4151,100,280,400
I-4152,150,240,700
I-4153,60,240,560
I-4154,100,280,600
I-4155,150,280,600
I-4156,100,260,500
I-4157,100,240,300
I-4158,200,280,700
I-4159,200,280,400
I-4160,100,260,400
I-4161,100,240,420
I-4162,200,260,360
I-4163,60,240,300
I-4164,60,280,420
I-4165,60,280,420
I-4166,200,240,500
I-4167,200,260,600
I-4168,100,280,300
I-4169,100,240,500
I-4170,100,260,480
I-4171,200,260,300
I-4172,100,240,700
I-4173,150,260,420
I-4174,200,280,560
I-4175,150,280,560
I-4176,150,260,480
I-4177,100,280,500
I-4178,200,260,480
I-4179,100,240,360
I-4180,150,280,300
I-4181,100,260,300
I-4182,60,280,600
I-4183,100,240,500
I-4184,60,260,600
I-4185,60,240,480
I-4186,150,280,600
I-4187,60,280,600
I-4188,100,260,420
I-4189,200,280,700
I-4190,60,280,400
I-4191,60,260,300
I-4192,150,240,300
I-4193,60,260,480
I-4194,60,240,500
I-4195,60,280,700
I-4196,150,280,300
I-4197,150,240,560
I-4198,100,240,500
I-4199,200,240,600
I-4200,100,260,400
I-4201,150,260,500
I-4202,60,280,560
I-4203,150,260,560
I-4204,150,240,600
I-4205,150,280,400
I-4206,150,260,360
I-4207,60,280,420
I-4208,150,260,480
I-4209,200,240,420
I-4210,150,240,600
I-4211,100,240,300
I-4212,100,280,400
I-4213,100,280,400
I-4214,60,240,700
I-4215,200,260,360
I-4216,150,240,560
I-4217,100,280,300
I-4218,60,240,600
I-4219,200,280,400
I-4220,60,260,400
I-4221,60,240,700
I-4222,100,240,560
I-4223,100,240,480
I-4224,100,240,300
I-4225,60,280,600
I-4226,100,260,300
I-4227,100,240,360
I-4228,200,260,600
I-4229,60,260,500
I-4230,100,280,360
I-4231,100,280,400
I-4232,200,240,300
I-4233,150,280,500
I-4234,200,280,400
I-4235,150,280,480
I-4236,150,260,420
I-4237,200,240,480
I-4238,200,280,700
I-4239,60,280,560
I-4240,200,240,700
I-4241,200,240,480
I-4242,150,260,480
I-4243,200,260,480
I-4244,150,240,480
I-4245,100,240,700
I-4246,100,280,500
I-4247,200,280,300
I-4248,100,240,400
I-4249,150,240,400
I-4250,150,260,600
I-4251,200,240,700
I-4252,200,280,300
I-4253,100,240,360
I-4254,100,260,500
I-4255,150,280,360
I-4256,200,240,500
I-4257,200,240,480
I-4258,150,280,480
I-4259,60,240,600
I-4260,100,260,600
I-4261,200,280,700
I-4262,200,260,480
I-4263,150,240,600
I-4264,150,240,500
I-4265,100,260,600
I-4266,200,240,700
I-4267,200,280,300
I-4268,60,260,700
I-4269,60,260,300
I-4270,100,240,360
I-4271,200,280,500
I-4272,100,260,700
I-4273,60,260,300
I-4274,150,240,480
I-4275,200,260,300
I-4276,60,260,420
I-4277,100,280,560
I-4278,200,240,480
I-4279,150,240,560
I-4280,60,240,400
I-4281,100,260,300
I-4282,60,280,560
I-4283,150,240,400
I-4284,100,260,500
I-4285,150,260,400
I-4286,100,280,500
I-4287,150,280,300
I-4288,100,240,500
I-4289,200,260,480
I-4290,150,260,700
I-4291,150,280,420
I-4292,200,260,420
I-4293,100,260,420
I-4294,100,260,500
I-4295,200,240,300
I-4296,150,240,560
I-4297,150,280,500
I-4298,60,280,420
I-4299,100,280,420
I-4300,60,280,480
I-4301,150,240,480
I-4302,200,280,360
I-4303,60,260,600
I-4304,150,260,480
I-4305,100,280,400
I-4306,200,280,480
I-4307,60,240,500
I-4308,150,260,300
I-4309,150,240,500
I-4310,200,260,560
I-4311,150,280,500
I-4312,200,260,360
I-4313,200,240,420
I-4314,100,280,560
I-4315,200,260,500
I-4316,200,280,700
I-4317,100,280,300
I-4318,200,280,400
I-4319,60,280,600
I-4320,150,240,560
I-4321,60,240,300
I-4322,60,260,560
I-4323,60,240,420
I-4324,100,240,600
I-4325,150,260,500
I-4326,60,280,600
I-4327,200,280,360
I-4328,150,240,300
I-4329,60,240,420
I-4330,150,240,500
I-4331,150,280,700
I-4332,60,260,400
I-4333,100,240,360
I-4334,100,280,300
I-4335,150,240,400
I-4336,100,240,600
I-4337,100,260,400
I-4338,60,260,700
I-4339,150,240,500
I-4340,150,260,480
I-4341,150,240,480
I-4342,200,280,700
I-4343,200,260,600
I-4344,200,280,700
I-4345,100,260,560
I-4346,200,260,360
I-4347,200,260,500
I-4348,60,260,420
I-4349,200,240,300
I-4350,150,280,700
I-4351,100,240,500
I-4352,200,260,300
I-4353,200,240,700
I-4354,60,260,700
I-4355,60,260,600
I-4356,60,280,480
I-4357,150,280,560
I-4358,100,260,560
I-4359,200,260,420
I-4360,200,280,500
I-4361,200,240,700
I-4362,60,260,500
I-4363,100,280,560
I-4364,60,280,600
I-4365,200,280,360
I-4366,150,240,360
I-4367,60,240,400
I-4368,100,260,500
I-4369,200,240,300
I-4370,60,260,600
I-4371,150,280,600
I-4372,200,240,300
I-4373,150,260,360
I-4374,100,240,600
I-4375,200,240,700
I-4376,60,260,500
I-4377,60,240,560
I-4378,200,240,300
I-4379,100,240,700
I-4380,100,240,480
I-4381,200,240,600
I-4382,100,260,300
I-4383,200,280,360
I-4384,100,280,500
I-4385,60,280,600
I-4386,200,260,560
I-4387,60,240,300
I-4388,200,280,400
I-4389,150,280,360
I-4390,60,280,360
I-4391,60,280,400
I-4392,150,280,400
I-4393,200,280,420
I-4394,200,260,500
I-4395,100,240,600
I-4396,200,260,420
I-4397,100,280,500
I-4398,200,280,420
I-4399,100,260,300
I-4400,200,260,420
I-4401,100,280,300
I-4402,60,260,500
I-4403,60,280,420
I-4404,60,280,360
I-4405,100,260,500
I-4406,200,280,560
I-4407,100,260,400
I-4408,100,260,400
I-4409,150,260,560
I-4410,100,280,480
I-4411,100,260,560
I-4412,150,260,700
I-4413,200,240,420
I-4414,150,280,480
I-4415,200,260,480
I-4416,100,240,560
I-4417,100,240,600
I-4418,200,260,560
I-4419,200,240,300
I-4420,60,260,480
I-4421,60,280,360
I-4422,100,260,300
I-4423,200,280,480
I-4424,150,280,500
I-4425,150,260,700
I-4426,150,280,560
I-4427,60,280,300
I-4428,100,280,500
I-4429,60,240,400
I-4430,100,280,300
I-4431,60,280,420
I-4432,150,280,400
I-4433,60,240,480
I-4434,100,260,600
I-4435,60,260,560
I-4436,200,260,360
I-4437,200,280,480
I-4438,60,260,500
I-4439,100,280,600
I-4440,200,260,560
I-4441,200,260,300
I-4442,150,280,700
I-4443,100,280,700
I-4444,150,280,600
I-4445,100,280,500
I-4446,200,240,560
I-4447,100,240,600
I-4448,200,280,500
I-4449,150,240,700
I-4450,200,280,600
I-4451,200,240,700
I-4452,60,240,600
I-4453,150,280,700
I-4454,200,240,700
I-4455,150,280,300
I-4456,200,260,300
I-4457,100,240,500
I-4458,150,240,700
I-4459,100,240,480
I-4460,150,280,600
I-4461,150,240,300
I-4462,100,280,600
I-4463,200,280,420
I-4464,150,260,300
I-4465,150,260,700
I-4466,60,240,700
I-4467,60,260,400
I-4468,150,280,480
I-4469,60,280,560
I-4470,200,280,360
I-4471,150,280,500
I-4472,100,260,600
I-4473,200,260,560
I-4474,150,240,360
I-4475,200,260,420
I-4476,200,260,700
I-4477,60,260,360
I-4478,100,280,360
I-4479,60,280,500
I-4480,200,240,500
I-4481,60,260,360
I-4482,200,280,400
I-4483,200,280,500
I-4484,100,240,360
I-4485,200,240,480
I-4486,200,240,480
I-4487,100,280,700
I-4488,100,240,560
I-4489,150,260,300
I-4490,60,260,500
I-4491,150,260,400
I-4492,150,260,360
I-4493,100,280,600
I-4494,200,240,300
I-4495,150,260,700
I-4496,150,240,300
I-4497,200,280,400
I-4498,150,260,700
I-4499,150,240,300
I-4500,150,260,500
I-4501,200,280,360
I-4502,150,260,300
I-4503,150,260,600
I-4504,60,240,300
I-4505,200,240,480
I-4506,100,280,400
I-4507,60,260,600
I-4508,100,280,300
I-4509,200,280,560
I-4510,60,240,400
I-4511,60,240,360
I-4512,100,280,560
I-4513,200,260,400
I-4514,200,240,560
I-4515,60,280,560
I-4516,100,280,300
I-4517,200,240,600
I-4518,100,260,500
I-4519,60,280,400
I-4520,60,240,420
I-4521,60,240,480
I-4522,150,280,600
I-4523,60,240,300
I-4524,60,280,480
I-4525,150,260,560
I-4526,100,240,300
I-4527,150,280,400
I-4528,150,260,560
I-4529,150,260,600
I-4530,150,240,600
I-4531,150,260,600
I-4532,200,260,480
I-4533,150,240,480
I-4534,200,260,560
I-4535,100,260,420
I-4536,100,280,500
I-4537,200,280,400
I-4538,100,280,420
I-4539,100,240,600
I-4540,60,260,700
I-4541,150,260,700
I-4542,100,240,480
I-4543,200,240,300
I-4544,60,260,500
I-4545,100,240,300
I-4546,60,280,700
I-4547,150,260,500
I-4548,60,260,480
I-4549,150,280,560
I-4550,200,280,700
I-4551,150,280,700
I-4552,100,260,500
I-4553,200,280,400
I-4554,150,240,360
I-4555,150,240,600
I-4556,100,240,300
I-4557,150,280,600
I-4558,150,240,700
I-4559,200,260,300
I-4560,150,260,300
I-4561,150,280,360
I-4562,150,240,400
I-4563,200,260,420
I-4564,60,240,300
I-4565,200,280,700
I-4566,100,280,560
I-4567,200,240,400
I-4568,60,260,400
I-4569,100,240,500
I-4570,100,280,400
I-4571,100,260,420
I-4572,100,260,500
I-4573,150,240,600
I-4574,200,240,500
I-4575,60,280,360
I-4576,150,280,300
I-4577,200,240,400
I-4578,60,280,300
I-4579,150,240,300
I-4580,100,260,500
I-4581,60,280,480
I-4582,150,240,700
I-4583,150,260,420
I-4584,200,260,360
I-4585,150,260,360
I-4586,60,280,420
I-4587,200,280,600
I-4588,150,240,420
I-4589,100,280,700
I-4590,200,260,700
I-4591,200,240,480
I-4592,200,260,300
I-4593,150,240,480
I-4594,60,280,560
I-4595,200,240,400
I-4596,100,260,400
I-4597,150,240,420
I-4598,60,280,560
I-4599,100,260,400
I-4600,200,280,360
I-4601,150,280,400
I-4602,150,240,360
I-4603,100,280,480
I-4604,200,260,480
I-4605,150,240,420
I-4606,100,240,700
I-4607,150,240,500
I-4608,100,280,500
I-4609,60,240,500
I-4610,100,260,360
I-4611,200,240,300
I-4612,200,240,700
I-4613,150,260,420
I-4614,200,240,360
I-4615,200,240,400
I-4616,60,280,560
I-4617,60,240,600
I-4618,200,280,420
I-4619,200,260,480
I-4620,100,280,500
I-4621,100,280,300
I-4622,150,280,700
I-4623,100,280,480
I-4624,60,260,420
I-4625,150,280,560
I-4626,200,240,560
I-4627,150,240,400
I-4628,200,240,300
I-4629,100,260,560
I-4630,200,260,400
I-4631,60,240,480
I-4632,60,280,500
I-4633,200,260,500
I-4634,60,280,420
I-4635,60,240,300
I-4636,100,280,700
I-4637,60,260,480
I-4638,150,260,600
I-4639,150,280,420
I-4640,100,260,420
I-4641,100,260,480
I-4642,150,240,480
I-4643,60,240,360
I-4644,150,280,600
I-4645,200,260,400
I-4646,100,260,560
I-4647,60,260,300
I-4648,100,280,360
I-4649,100,240,300
I-4650,60,260,360
I-4651,150,240,480
I-4652,150,280,420
I-4653,100,280,500
I-4654,150,280,400
I-4655,60,280,600
I-4656,200,260,480
I-4657,100,280,480
I-4658,60,240,360
I-4659,60,260,360
I-4660,60,240,480
I-4661,200,240,560
I-4662,60,240,700
I-4663,100,280,600
I-4664,60,240,300
I-4665,150,240,600
I-4666,100,260,300
I-4667,60,240,300
I-4668,200,240,600
I-4669,150,240,420
I-4670,150,260,480
I-4671,100,280,560
I-4672,100,280,360
I-4673,100,280,400
I-4674,100,240,560
I-4675,150,280,560
I-4676,100,240,300
I-4677,150,280,700
I-4678,150,280,420
I-4679,200,280,360
I-4680,150,260,600
I-4681,100,240,480
I-4682,200,280,600
I-4683,150,240,560
I-4684,200,240,420
I-4685,100,280,360
I-4686,60,240,400
I-4687,60,280,400
I-4688,150,280,500
I-4689,200,280,400
I-4690,150,240,480
I-4691,100,240,360
I-4692,60,260,480
I-4693,60,240,420
I-4694,60,260,560
I-4695,200,240,480
I-4696,150,260,500
I-4697,150,240,560
I-4698,100,280,400
I-4699,200,260,600
I-4700,150,280,400
I-4701,100,280,420
I-4702,100,280,500
I-4703,200,240,360
I-4704,60,260,300
I-4705,150,280,600
I-4706,200,260,360
I-4707,60,280,400
I-4708,200,260,480
I-4709,200,280,480
I-4710,200,280,600
I-4711,200,280,300
I-4712,200,240,700
I-4713,100,240,500
I-4714,60,260,420
I-4715,100,280,500
I-4716,200,280,560
I-4717,60,280,400
I-4718,100,280,300
I-4719,150,240,700
I-4720,60,260,300
I-4721,150,280,360
I-4722,200,280,300
I-4723,150,260,500
I-4724,100,240,500
I-4725,200,240,360
I-4726,150,280,500
I-4727,200,240,500
I-4728,60,240,500
I-4729,200,260,420
I-4730,60,240,480
I-4731,150,240,480
I-4732,60,260,400
I-4733,100,280,700
I-4734,150,260,420
I-4735,200,260,400
I-4736,200,260,300
I-4737,150,260,360
I-4738,100,280,400
I-4739,200,280,560
I-4740,150,240,600
I-4741,200,260,400
I-4742,150,240,500
I-4743,100,240,600
I-4744,150,280,700
I-4745,60,240,700
I-4746,200,260,600
I-4747,200,280,560
I-4748,60,260,500
I-4749,150,280,600
I-4750,100,240,700
I-4751,150,280,300
I-4752,200,240,400
I-4753,60,240,300
I-4754,200,280,560
I-4755,60,280,500
I-4756,150,240,500
I-4757,60,260,300
I-4758,200,280,480
I-4759,60,280,700
I-4760,150,280,300
I-4761,200,240,500
I-4762,200,240,360
I-4763,60,280,300
I-4764,150,280,360
I-4765,60,240,600
I-4766,100,280,700
I-4767,60,260,480
I-4768,200,280,500
I-4769,150,280,500
I-4770,150,260,500
I-4771,100,260,400
I-4772,100,240,700
I-4773,60,240,420
I-4774,150,260,500
I-4775,100,260,480
I-4776,200,240,420
I-4777,60,240,300
I-4778,150,260,560
I-4779,150,260,700
I-4780,150,240,480
I-4781,200,260,480
I-4782,100,240,300
I-4783,100,280,300
I-4784,100,280,400
I-4785,200,280,300
I-4786,200,280,500
I-4787,100,240,700
I-4788,150,240,420
I-4789,100,260,500
I-4790,200,280,400
I-4791,200,260,500
I-4792,100,260,400
I-4793,100,280,700
I-4794,100,240,480
I-4795,100,240,600
I-4796,200,280,420
I-4797,150,280,300
I-4798,60,240,300
I-4799,200,280,700
I-4800,150,280,600
I-4801,150,260,700
I-4802,60,240,480
I-4803,100,260,600
I-4804,150,240,480
I-4805,200,240,600
I-4806,150,240,360
I-4807,100,240,360
I-4808,150,280,480
I-4809,60,260,300
I-4810,100,260,360
I-4811,60,240,420
I-4812,100,240,560
I-4813,200,260,480
I-4814,200,280,300
I-4815,150,240,500
I-4816,60,240,400
I-4817,200,260,400
I-4818,60,280,700
I-4819,60,280,480
I-4820,150,280,560
I-4821,150,280,400
I-4822,100,240,560
I-4823,150,260,300
I-4824,200,260,400
I-4825,100,260,360
I-4826,150,280,500
I-4827,60,240,500
I-4828,60,240,480
I-4829,200,260,480
I-4830,200,240,560
I-4831,100,280,400
I-4832,100,240,480
I-4833,60,280,360
I-4834,100,280,300
I-4835,200,240,560
I-4836,150,280,300
I-4837,60,240,360
I-4838,150,260,300
I-4839,150,260,500
I-4840,150,260,400
I-4841,60,260,400
I-4842,150,240,600
I-4843,100,280,300
I-4844,100,280,360
I-4845,100,240,500
I-4846,100,240,560
I-4847,150,240,600
I-4848,150,260,400
I-4849,200,240,420
I-4850,100,260,300
I-4851,150,240,700
I-4852,60,260,400
I-4853,200,280,480
I-4854,150,280,600
I-4855,60,240,300
I-4856,150,260,500
I-4857,150,260,400
I-4858,60,280,420
I-4859,150,240,700
I-4860,100,240,480
I-4861,200,240,500
I-4862,100,260,560
I-4863,60,280,480
I-4864,100,280,360
I-4865,200,280,500
I-4866,60,260,600
I-4867,150,260,400
I-4868,100,260,500
I-4869,200,280,480
I-4870,200,240,500
I-4871,200,240,420
I-4872,60,240,360
I-4873,150,280,480
I-4874,60,260,420
I-4875,60,280,420
I-4876,150,260,600
I-4877,200,260,360
I-4878,60,240,480
I-4879,200,240,300
I-4880,100,260,420
I-4881,100,240,300
I-4882,150,280,360
I-4883,100,280,700
I-4884,60,260,480
I-4885,100,260,700
I-4886,100,260,420
I-4887,60,260,420
I-4888,100,280,360
I-4889,100,280,360
I-4890,100,260,300
I-4891,150,280,420
I-4892,150,240,420
I-4893,100,240,420
I-4894,200,280,420
I-4895,150,260,400
I-4896,60,240,700
I-4897,100,260,420
I-4898,200,260,420
I-4899,200,260,600
I-4900,200,260,600
I-4901,150,240,480
I-4902,150,260,400
I-4903,60,240,300
I-4904,200,240,420
I-4905,100,280,400
I-4906,100,280,480
I-4907,200,240,300
I-4908,150,280,560
I-4909,200,280,560
I-4910,100,280,500
I-4911,150,260,300
I-4912,100,260,400
I-4913,150,260,700
I-4914,200,240,480
I-4915,150,260,420
I-4916,60,280,420
I-4917,200,240,400
I-4918,100,240,600
I-4919,150,240,360
I-4920,100,260,560
I-4921,60,280,600
I-4922,200,260,360
I-4923,100,240,500
I-4924,60,280,700
I-4925,150,280,480
I-4926,150,280,400
I-4927,100,240,480
I-4928,200,280,420
I-4929,100,260,600
I-4930,60,240,700
I-4931,60,280,420
I-4932,100,280,560
I-4933,60,280,480
I-4934,150,280,500
I-4935,150,260,420
I-4936,150,240,600
I-4937,200,280,500
I-4938,200,260,500
I-4939,60,240,360
I-4940,60,280,600
I-4941,100,280,420
I-4942,100,260,700
I-4943,150,260,300
I-4944,200,240,500
I-4945,150,280,420
I-4946,60,240,700
I-4947,100,260,360
I-4948,100,280,420
I-4949,100,280,400
I-4950,100,260,360
I-4951,60,240,420
I-4952,150,280,360
I-4953,100,260,300
I-4954,200,240,420
I-4955,200,260,500
I-4956,200,280,480
I-4957,60,260,700
I-4958,150,240,420
I-4959,200,240,480
I-4960,60,240,300
I-4961,200,280,700
I-4962,150,260,420
I-4963,100,240,700
I-4964,200,260,500
I-4965,100,280,600
I-4966,200,280,500
I-4967,100,240,300
I-4968,60,280,560
I-4969,60,280,480
I-4970,60,280,420
I-4971,150,260,500
I-4972,100,260,360
I-4973,150,240,400
I-4974,150,260,360
I-4975,100,280,560
I-4976,60,240,700
I-4977,150,280,600
I-4978,150,260,500
I-4979,60,280,420
I-4980,200,280,560
I-4981,60,260,360
I-4982,150,240,700
I-4983,150,260,560
I-4984,100,240,420
I-4985,60,240,420
I-4986,150,240,420
I-4987,150,240,300
I-4988,150,240,560
I-4989,60,260,480
I-4990,60,280,600
I-4991,100,240,400
I-4992,100,240,300
I-4993,150,240,600
I-4994,100,260,600
I-4995,100,240,700
I-4996,100,240,360
I-4997,60,240,400
I-4998,100,260,400
I-4999,100,280,600
I-5000,150,260,400
I-5001,200,240,480
I-5002,150,240,560
I-5003,150,260,500
I-5004,200,260,300
I-5005,100,260,700
I-5006,150,280,700
I-5007,100,240,700
I-5008,200,240,500
I-5009,100,240,420
I-5010,60,240,420
I-5011,150,280,400
I-5012,60,260,400
I-5013,60,260,700
I-5014,60,280,560
I-5015,150,280,480
I-5016,150,240,560
I-5017,60,280,600
I-5018,60,260,360
I-5019,60,240,400
I-5020,200,240,700
I-5021,150,240,400
I-5022,60,280,600
I-5023,200,280,360
I-5024,100,260,560
I-5025,150,280,700
I-5026,200,280,600
I-5027,100,240,300
I-5028,200,260,560
I-5029,200,240,700
I-5030,200,240,400
I-5031,150,280,560
I-5032,100,260,600
I-5033,200,240,420
I-5034,100,260,480
I-5035,100,280,500
I-5036,60,280,500
I-5037,200,240,400
I-5038,60,260,560
I-5039,200,280,500
I-5040,150,280,400
I-5041,200,240,600
I-5042,150,280,500
I-5043,60,240,600
I-5044,150,280,360
I-5045,100,280,360
I-5046,200,260,560
I-5047,200,280,300
I-5048,200,260,420
I-5049,200,240,700
I-5050,150,240,300
I-5051,200,260,480
I-5052,100,260,400
I-5053,100,240,560
I-5054,200,260,560
I-5055,150,280,300
I-5056,100,280,420
I-5057,100,280,480
I-5058,200,240,360
I-5059,200,260,300
I-5060,100,260,560
I-5061,150,240,400
I-5062,60,240,600
I-5063,150,280,700
I-5064,150,280,700
I-5065,100,280,700
I-5066,60,280,360
I-5067,100,260,300
I-5068,150,240,420
I-5069,200,280,560
I-5070,100,240,480
I-5071,150,260,420
I-5072,200,240,560
I-5073,100,240,420
I-5074,200,240,360
I-5075,60,240,560
I-5076,60,280,300
I-5077,60,240,300
I-5078,200,280,480
I-5079,200,240,360
I-5080,60,240,500
I-5081,100,260,560
I-5082,200,240,400
I-5083,100,260,420
I-5084,200,240,560
I-5085,150,260,360
I-5086,60,240,300
I-5087,200,260,400
I-5088,150,260,480
I-5089,100,260,560
I-5090,100,240,420
I-5091,100,240,500
I-5092,200,260,700
I-5093,150,240,600
I-5094,150,280,400
I-5095,60,260,480
I-5096,150,240,300
I-5097,60,280,420
I-5098,60,280,360
I-5099,200,260,480
I-5100,150,280,360
I-5101,100,260,300
I-5102,100,240,480
I-5103,60,260,400
I-5104,60,260,700
I-5105,200,240,480
I-5106,60,240,360
I-5107,60,280,500
I-5108,150,280,360
I-5109,150,280,500
I-5110,150,240,360
I-5111,150,260,300
I-5112,60,280,560
I-5113,200,240,600
I-5114,60,260,500
I-5115,60,280,360
I-5116,200,260,300
I-5117,150,240,300
I-5118,200,260,480
I-5119,60,260,300
I-5120,60,240,360
I-5121,200,240,700
I-5122,60,280,420
I-5123,60,280,700
I-5124,60,240,500
I-5125,100,280,560
I-5126,100,280,480
I-5127,150,260,360
I-5128,150,280,480
I-5129,150,280,400
I-5130,60,240,400
I-5131,150,260,560
I-5132,100,260,500
I-5133,150,280,360
I-5134,60,280,700
I-5135,100,240,500
I-5136,200,280,300
I-5137,60,260,560
I-5138,60,240,360
I-5139,100,280,500
I-5140,100,240,360
I-5141,60,240,420
I-5142,100,280,360
I-5143,100,280,480
I-5144,200,240,500
I-5145,100,240,360
I-5146,200,240,560
I-5147,200,260,500
I-5148,60,260,360
I-5149,100,260,600
I-5150,150,260,700
I-5151,60,240,420
I-5152,100,280,300
I-5153,150,280,480
I-5154,200,280,360
I-5155,60,280,420
I-5156,150,240,700
I-5157,150,260,420
I-5158,100,260,480
I-5159,100,260,600
I-5160,100,240,360
I-5161,200,240,600
I-5162,150,260,400
I-5163,150,280,500
I-5164,100,260,560
I-5165,200,260,420
I-5166,60,240,300
I-5167,100,280,300
I-5168,60,280,300
I-5169,60,280,500
I-5170,100,280,400
I-5171,200,260,700
I-5172,100,280,500
I-5173,60,280,560
I-5174,200,260,600
I-5175,60,240,700
I-5176,200,280,600
I-5177,150,280,300
I-5178,100,240,500
I-5179,200,280,600
I-5180,150,260,420
I-5181,150,260,700
I-5182,150,280,700
I-5183,60,240,300
I-5184,100,260,560
I-5185,150,280,420
I-5186,200,280,420
I-5187,150,260,500
I-5188,150,260,360
I-5189,150,260,700
I-5190,100,260,420
I-5191,150,260,600
I-5192,200,260,360
I-5193,150,280,700
I-5194,150,280,600
I-5195,150,280,300
I-5196,200,240,300
I-5197,60,280,300
I-5198,60,280,480
I-5199,60,280,600
I-5200,150,280,300
I-5201,200,240,300
I-5202,150,260,700
I-5203,60,240,700
I-5204,60,260,420
I-5205,150,280,400
I-5206,100,240,480
I-5207,60,240,300
I-5208,200,260,400
I-5209,150,240,500
I-5210,100,280,400
I-5211,200,260,700
I-5212,60,240,300
I-5213,150,280,700
I-5214,150,280,400
I-5215,150,260,300
I-5216,100,260,480
I-5217,60,280,560
I-5218,150,240,480
I-5219,150,240,300
I-5220,100,240,500
I-5221,60,280,560
I-5222,200,280,600
I-5223,60,240,480
I-5224,200,240,360
I-5225,150,240,600
I-5226,60,260,500
I-5227,60,260,560
I-5228,200,240,600
I-5229,200,240,700
I-5230,150,260,300
I-5231,150,240,500
I-5232,200,240,360
I-5233,200,240,420
I-5234,100,240,700
I-5235,200,280,400
I-5236,100,260,600
I-5237,200,260,360
I-5238,200,260,480
I-5239,100,260,400
I-5240,150,260,600
I-5241,200,260,420
I-5242,150,240,360
I-5243,60,280,600
I-5244,60,260,600
I-5245,150,240,420
I-5246,60,260,500
I-5247,200,240,600
I-5248,150,260,400
I-5249,100,240,700
I-5250,150,260,700
I-5251,200,280,500
I-5252,200,280,500
I-5253,100,260,360
I-5254,200,240,360
I-5255,100,240,300
I-5256,150,260,700
I-5257,200,240,300
